 # time = 0
         -50         -50  2.450980392156903E-004
         -50         -49  2.450980392156903E-004
         -50         -48  2.450980392156903E-004
         -50         -47  0.000000000000000E+000
         -50         -46  0.000000000000000E+000
         -50         -45  0.000000000000000E+000
         -50         -44  0.000000000000000E+000
         -50         -43  0.000000000000000E+000
         -50         -42  0.000000000000000E+000
         -50         -41  0.000000000000000E+000
         -50         -40  0.000000000000000E+000
         -50         -39  2.450980392156903E-004
         -50         -38  0.000000000000000E+000
         -50         -37  2.450980392156903E-004
         -50         -36  0.000000000000000E+000
         -50         -35  2.450980392156903E-004
         -50         -34  2.450980392156903E-004
         -50         -33  2.450980392156903E-004
         -50         -32  2.450980392156903E-004
         -50         -31  2.450980392156903E-004
         -50         -30  0.000000000000000E+000
         -50         -29  0.000000000000000E+000
         -50         -28  2.450980392156903E-004
         -50         -27  2.450980392156903E-004
         -50         -26  0.000000000000000E+000
         -50         -25  0.000000000000000E+000
         -50         -24  0.000000000000000E+000
         -50         -23  2.450980392156903E-004
         -50         -22  2.450980392156903E-004
         -50         -21  0.000000000000000E+000
         -50         -20  0.000000000000000E+000
         -50         -19  0.000000000000000E+000
         -50         -18  0.000000000000000E+000
         -50         -17  0.000000000000000E+000
         -50         -16  2.450980392156904E-004
         -50         -15  2.450980392156903E-004
         -50         -14  0.000000000000000E+000
         -50         -13  0.000000000000000E+000
         -50         -12  2.450980392156903E-004
         -50         -11  2.450980392156903E-004
         -50         -10  0.000000000000000E+000
         -50          -9  2.450980392156903E-004
         -50          -8  2.450980392156903E-004
         -50          -7  0.000000000000000E+000
         -50          -6  0.000000000000000E+000
         -50          -5  0.000000000000000E+000
         -50          -4  2.450980392156903E-004
         -50          -3  0.000000000000000E+000
         -50          -2  2.450980392156903E-004
         -50          -1  0.000000000000000E+000
         -50           0  0.000000000000000E+000
         -50           1  2.450980392156903E-004
         -50           2  0.000000000000000E+000
         -50           3  2.450980392156903E-004
         -50           4  0.000000000000000E+000
         -50           5  0.000000000000000E+000
         -50           6  0.000000000000000E+000
         -50           7  0.000000000000000E+000
         -50           8  0.000000000000000E+000
         -50           9  0.000000000000000E+000
         -50          10  2.450980392156904E-004
         -50          11  0.000000000000000E+000
         -50          12  0.000000000000000E+000
         -50          13  2.450980392156904E-004
         -50          14  2.450980392156904E-004
         -50          15  0.000000000000000E+000
         -50          16  0.000000000000000E+000
         -50          17  0.000000000000000E+000
         -50          18  0.000000000000000E+000
         -50          19  2.450980392156903E-004
         -50          20  2.450980392156903E-004
         -50          21  0.000000000000000E+000
         -50          22  2.450980392156903E-004
         -50          23  0.000000000000000E+000
         -50          24  2.450980392156903E-004
         -50          25  2.450980392156903E-004
         -50          26  2.450980392156903E-004
         -50          27  0.000000000000000E+000
         -50          28  0.000000000000000E+000
         -50          29  0.000000000000000E+000
         -50          30  2.450980392156903E-004
         -50          31  2.450980392156903E-004
         -50          32  2.450980392156903E-004
         -50          33  0.000000000000000E+000
         -50          34  0.000000000000000E+000
         -50          35  0.000000000000000E+000
         -50          36  2.450980392156903E-004
         -50          37  0.000000000000000E+000
         -50          38  2.450980392156903E-004
         -50          39  0.000000000000000E+000
         -50          40  0.000000000000000E+000
         -50          41  2.450980392156903E-004
         -50          42  0.000000000000000E+000
         -50          43  0.000000000000000E+000
         -50          44  2.450980392156903E-004
         -50          45  0.000000000000000E+000
         -50          46  0.000000000000000E+000
         -50          47  0.000000000000000E+000
         -50          48  0.000000000000000E+000
         -50          49  2.450980392156903E-004
         -50          50  0.000000000000000E+000
         -49         -50  0.000000000000000E+000
         -49         -49  0.000000000000000E+000
         -49         -48  0.000000000000000E+000
         -49         -47  0.000000000000000E+000
         -49         -46  0.000000000000000E+000
         -49         -45  0.000000000000000E+000
         -49         -44  2.450980392156903E-004
         -49         -43  0.000000000000000E+000
         -49         -42  0.000000000000000E+000
         -49         -41  2.450980392156903E-004
         -49         -40  2.450980392156903E-004
         -49         -39  0.000000000000000E+000
         -49         -38  0.000000000000000E+000
         -49         -37  2.450980392156903E-004
         -49         -36  0.000000000000000E+000
         -49         -35  0.000000000000000E+000
         -49         -34  0.000000000000000E+000
